latitude,longitude,elevation_m,slope_deg,FAOSOIL,DOMSOI,admin_division_name,country_name,country_code,location_accuracy_km,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,event_date,landslide_occurred,landslide_trigger,event_title,event_description
25.5728,91.885,1501.0,9.40412013238775,Ao74-2b,Ao,Meghalaya,India,IN,5.0,9.6,27.7,147.6,274.1,37.2,2011-08-13,0,none,Synthetic negative example,No recorded landslide at this location on 2011-08-13
25.5728,91.885,1501.0,9.40412013238775,Ao74-2b,Ao,Meghalaya,India,IN,5.0,7.0,81.4,122.9,240.2,53.9,2014-07-18,0,none,Synthetic negative example,No recorded landslide at this location on 2014-07-18
26.1844,91.7896,61.0,4.818259994255743,Af48-2ab,Af,Assam,India,IN,5.0,3.4,47.2,125.0,215.6,39.0,2014-09-03,0,none,Synthetic negative example,No recorded landslide at this location on 2014-09-03
26.1844,91.7896,61.0,4.818259994255743,Af48-2ab,Af,Assam,India,IN,5.0,2.2,19.2,69.6,139.7,21.1,2013-08-25,0,none,Synthetic negative example,No recorded landslide at this location on 2013-08-25
26.1844,91.7896,61.0,4.818259994255743,Af48-2ab,Af,Assam,India,IN,5.0,9.7,50.5,170.2,318.3,70.3,2014-08-01,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-01
27.0987,93.816,214.0,14.236549622926058,Be82-a,Be,Arunachal Pradesh,India,IN,5.0,0.1,30.6,158.20000000000002,202.70000000000002,110.2,2018-08-14,0,none,Synthetic negative example,No recorded landslide at this location on 2018-08-14
27.0987,93.816,214.0,14.236549622926058,Be82-a,Be,Arunachal Pradesh,India,IN,5.0,0.5,5.5,19.7,47.6,12.1,2018-06-09,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-09
27.0987,93.816,214.0,14.236549622926058,Be82-a,Be,Arunachal Pradesh,India,IN,5.0,44.9,67.2,84.3,169.6,44.9,2018-06-27,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-27
25.2745,94.0212,1070.0,13.95022570481308,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,11.0,21.3,58.0,113.7,13.0,2016-07-20,0,none,Synthetic negative example,No recorded landslide at this location on 2016-07-20
25.2745,94.0212,1070.0,13.95022570481308,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,22.4,87.0,138.4,216.7,61.8,2017-06-15,0,none,Synthetic negative example,No recorded landslide at this location on 2017-06-15
25.2745,94.0212,1070.0,13.95022570481308,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,6.2,12.8,49.7,135.6,18.7,2010-07-28,0,none,Synthetic negative example,No recorded landslide at this location on 2010-07-28
27.3543,88.6428,2116.0,16.813128021329533,Bd32-2bc,Bd,Sikkim,India,IN,5.0,2.1,85.0,161.3,345.2,49.3,2020-08-02,0,none,Synthetic negative example,No recorded landslide at this location on 2020-08-02
27.3543,88.6428,2116.0,16.813128021329533,Bd32-2bc,Bd,Sikkim,India,IN,5.0,3.0,10.1,17.4,22.1,6.3,2023-06-11,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-11
27.3543,88.6428,2116.0,16.813128021329533,Bd32-2bc,Bd,Sikkim,India,IN,5.0,20.4,55.9,146.9,260.8,51.9,2021-09-13,0,none,Synthetic negative example,No recorded landslide at this location on 2021-09-13
25.6237,94.1136,1604.0,33.42494578296137,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,0.5,16.5,81.8,216.9,26.2,2021-09-12,0,none,Synthetic negative example,No recorded landslide at this location on 2021-09-12
25.6237,94.1136,1604.0,33.42494578296137,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,30.4,61.8,83.7,201.7,30.4,2014-08-15,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-15
25.6237,94.1136,1604.0,33.42494578296137,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,17.6,86.7,110.9,193.5,40.7,2019-06-12,0,none,Synthetic negative example,No recorded landslide at this location on 2019-06-12
27.1954,88.6115,471.0,7.161187087203872,Bd32-2bc,Bd,Sikkim,India,IN,5.0,1.3,1.9,245.0,275.7,185.4,2014-06-02,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-02
27.1954,88.6115,471.0,7.161187087203872,Bd32-2bc,Bd,Sikkim,India,IN,5.0,64.1,96.0,368.2,546.2,218.8,2010-07-02,0,none,Synthetic negative example,No recorded landslide at this location on 2010-07-02
27.1954,88.6115,471.0,7.161187087203872,Bd32-2bc,Bd,Sikkim,India,IN,5.0,30.2,47.1,126.1,288.1,59.8,2020-08-06,0,none,Synthetic negative example,No recorded landslide at this location on 2020-08-06
27.1675,88.3651,1509.0,20.42254604983192,Rd29-1a,Rd,Sikkim,India,IN,5.0,6.4,48.6,171.3,400.7,53.5,2021-09-11,0,none,Synthetic negative example,No recorded landslide at this location on 2021-09-11
27.1675,88.3651,1509.0,20.42254604983192,Rd29-1a,Rd,Sikkim,India,IN,5.0,13.1,128.2,355.6,516.1,105.5,2015-09-01,0,none,Synthetic negative example,No recorded landslide at this location on 2015-09-01
27.1675,88.3651,1509.0,20.42254604983192,Rd29-1a,Rd,Sikkim,India,IN,5.0,48.8,83.69999999999999,136.0,344.7,48.8,2016-09-20,0,none,Synthetic negative example,No recorded landslide at this location on 2016-09-20
24.837,93.9128,792.0,17.946031415771497,Ao76-2/3c,Ao,Manipur,India,IN,5.0,9.3,35.9,41.6,78.9,23.5,2023-06-25,0,none,Synthetic negative example,No recorded landslide at this location on 2023-06-25
24.837,93.9128,792.0,17.946031415771497,Ao76-2/3c,Ao,Manipur,India,IN,5.0,0.3,9.0,34.9,49.6,16.3,2021-09-23,0,none,Synthetic negative example,No recorded landslide at this location on 2021-09-23
24.837,93.9128,792.0,17.946031415771497,Ao76-2/3c,Ao,Manipur,India,IN,5.0,1.7,22.5,40.4,92.10000000000001,15.3,2012-08-13,0,none,Synthetic negative example,No recorded landslide at this location on 2012-08-13
24.4072,94.0644,1169.0,30.250220321793236,Ao76-2/3c,Ao,Manipur,India,IN,5.0,4.7,8.6,33.0,80.5,11.6,2018-07-07,0,none,Synthetic negative example,No recorded landslide at this location on 2018-07-07
24.4072,94.0644,1169.0,30.250220321793236,Ao76-2/3c,Ao,Manipur,India,IN,5.0,8.4,11.1,27.5,85.0,11.9,2016-08-16,0,none,Synthetic negative example,No recorded landslide at this location on 2016-08-16
24.4072,94.0644,1169.0,30.250220321793236,Ao76-2/3c,Ao,Manipur,India,IN,5.0,14.9,16.400000000000002,26.400000000000002,54.9,14.9,2019-06-01,0,none,Synthetic negative example,No recorded landslide at this location on 2019-06-01
23.7527,92.694,788.0,30.34177918841917,Bd61-2c,Bd,Mizoram,India,IN,5.0,10.8,29.4,42.7,70.8,11.1,2019-09-23,0,none,Synthetic negative example,No recorded landslide at this location on 2019-09-23
23.7527,92.694,788.0,30.34177918841917,Bd61-2c,Bd,Mizoram,India,IN,5.0,8.5,29.3,70.5,91.6,16.1,2022-07-04,0,none,Synthetic negative example,No recorded landslide at this location on 2022-07-04
23.7527,92.694,788.0,30.34177918841917,Bd61-2c,Bd,Mizoram,India,IN,5.0,3.6,14.299999999999999,47.3,109.2,10.6,2020-09-17,0,none,Synthetic negative example,No recorded landslide at this location on 2020-09-17
26.0101,94.5282,1706.0,14.964338094507506,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,8.6,42.7,57.6,153.3,18.3,2018-06-26,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-26
26.0101,94.5282,1706.0,14.964338094507506,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,1.9,7.199999999999999,16.2,125.6,4.5,2016-06-02,0,none,Synthetic negative example,No recorded landslide at this location on 2016-06-02
26.0101,94.5282,1706.0,14.964338094507506,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,3.1,32.5,98.6,123.3,28.1,2011-09-11,0,none,Synthetic negative example,No recorded landslide at this location on 2011-09-11
26.1309,91.8383,105.0,8.517835654237123,Nd2-2b,Nd,Assam,India,IN,5.0,14.6,110.6,151.1,282.0,57.7,2014-07-15,0,none,Synthetic negative example,No recorded landslide at this location on 2014-07-15
26.1309,91.8383,105.0,8.517835654237123,Nd2-2b,Nd,Assam,India,IN,5.0,5.6,32.4,97.5,130.4,28.7,2023-09-25,0,none,Synthetic negative example,No recorded landslide at this location on 2023-09-25
26.1309,91.8383,105.0,8.517835654237123,Nd2-2b,Nd,Assam,India,IN,5.0,13.2,38.8,54.8,163.4,13.2,2010-08-14,0,none,Synthetic negative example,No recorded landslide at this location on 2010-08-14
23.7269,92.7265,864.0,25.896232878736683,Bd61-2c,Bd,Mizoram,India,IN,5.0,1.5,4.0,38.7,92.4,31.5,2022-09-01,0,none,Synthetic negative example,No recorded landslide at this location on 2022-09-01
23.7269,92.7265,864.0,25.896232878736683,Bd61-2c,Bd,Mizoram,India,IN,5.0,2.5,39.4,110.5,193.3,46.9,2016-07-07,0,none,Synthetic negative example,No recorded landslide at this location on 2016-07-07
23.7269,92.7265,864.0,25.896232878736683,Bd61-2c,Bd,Mizoram,India,IN,5.0,7.7,15.3,54.9,209.0,17.4,2017-08-04,0,none,Synthetic negative example,No recorded landslide at this location on 2017-08-04
26.0093,94.5238,1808.0,20.62758173058563,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,28.1,48.0,114.60000000000001,161.3,31.0,2015-09-24,0,none,Synthetic negative example,No recorded landslide at this location on 2015-09-24
26.0093,94.5238,1808.0,20.62758173058563,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,0.4,5.3,10.9,36.7,3.1,2016-08-27,0,none,Synthetic negative example,No recorded landslide at this location on 2016-08-27
26.0093,94.5238,1808.0,20.62758173058563,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,30.0,50.9,97.7,145.2,30.0,2014-06-17,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-17
25.426,94.6024,1332.0,11.959364186636996,Bh16-2/3c,Bh,Manipur,India,IN,5.0,5.7,19.8,46.7,95.8,18.0,2016-08-13,0,none,Synthetic negative example,No recorded landslide at this location on 2016-08-13
25.426,94.6024,1332.0,11.959364186636996,Bh16-2/3c,Bh,Manipur,India,IN,5.0,22.2,33.1,53.6,89.9,22.2,2020-08-14,0,none,Synthetic negative example,No recorded landslide at this location on 2020-08-14
25.426,94.6024,1332.0,11.959364186636996,Bh16-2/3c,Bh,Manipur,India,IN,5.0,8.0,49.3,86.8,226.1,33.4,2015-08-02,0,none,Synthetic negative example,No recorded landslide at this location on 2015-08-02
25.1175,92.8573,151.0,8.522096262869733,Ao76-2/3c,Ao,Assam,India,IN,5.0,5.6,9.9,38.4,110.2,18.7,2014-07-13,0,none,Synthetic negative example,No recorded landslide at this location on 2014-07-13
25.1175,92.8573,151.0,8.522096262869733,Ao76-2/3c,Ao,Assam,India,IN,5.0,1.5,12.1,19.6,156.4,7.0,2020-09-08,0,none,Synthetic negative example,No recorded landslide at this location on 2020-09-08
25.1175,92.8573,151.0,8.522096262869733,Ao76-2/3c,Ao,Assam,India,IN,5.0,16.3,33.3,122.39999999999999,170.1,80.1,2019-09-08,0,none,Synthetic negative example,No recorded landslide at this location on 2019-09-08
27.36,93.0385,402.0,6.4993257467495305,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,5.0,4.0,7.8,26.9,81.1,7.8,2018-07-21,0,none,Synthetic negative example,No recorded landslide at this location on 2018-07-21
27.36,93.0385,402.0,6.4993257467495305,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,5.0,0.8,7.1,85.0,131.0,28.8,2022-08-04,0,none,Synthetic negative example,No recorded landslide at this location on 2022-08-04
27.36,93.0385,402.0,6.4993257467495305,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,5.0,49.1,108.7,216.5,275.4,49.1,2014-06-11,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-11
26.72,95.029,689.0,8.43238623760218,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,9.2,38.1,83.3,212.4,26.6,2011-08-02,0,none,Synthetic negative example,No recorded landslide at this location on 2011-08-02
26.72,95.029,689.0,8.43238623760218,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,0.3,2.6999999999999997,53.4,125.1,15.0,2020-09-20,0,none,Synthetic negative example,No recorded landslide at this location on 2020-09-20
26.72,95.029,689.0,8.43238623760218,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,9.6,13.7,42.8,126.89999999999999,11.6,2021-09-05,0,none,Synthetic negative example,No recorded landslide at this location on 2021-09-05
23.7348,92.7187,1038.0,18.14421799352956,Bd61-2c,Bd,Mizoram,India,IN,5.0,7.1,24.5,60.9,88.3,19.3,2022-07-04,0,none,Synthetic negative example,No recorded landslide at this location on 2022-07-04
23.7348,92.7187,1038.0,18.14421799352956,Bd61-2c,Bd,Mizoram,India,IN,5.0,0.9,9.3,45.9,81.1,27.2,2014-08-22,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-22
23.7348,92.7187,1038.0,18.14421799352956,Bd61-2c,Bd,Mizoram,India,IN,5.0,5.0,13.1,78.6,223.5,42.8,2017-06-25,0,none,Synthetic negative example,No recorded landslide at this location on 2017-06-25
26.159,91.8178,61.0,6.774041654801501,Af48-2ab,Af,Assam,India,IN,5.0,24.9,26.4,94.5,234.1,39.4,2015-06-28,0,none,Synthetic negative example,No recorded landslide at this location on 2015-06-28
26.159,91.8178,61.0,6.774041654801501,Af48-2ab,Af,Assam,India,IN,5.0,34.1,41.6,61.4,188.1,34.1,2014-06-19,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-19
26.159,91.8178,61.0,6.774041654801501,Af48-2ab,Af,Assam,India,IN,5.0,12.6,33.8,121.9,169.0,32.7,2010-06-23,0,none,Synthetic negative example,No recorded landslide at this location on 2010-06-23
26.99195749,88.42280921,268.0,25.893203347040103,Rd29-1a,Rd,Sikkim,India,IN,5.0,23.0,65.60000000000001,163.0,275.2,42.8,2023-08-09,0,none,Synthetic negative example,No recorded landslide at this location on 2023-08-09
26.99195749,88.42280921,268.0,25.893203347040103,Rd29-1a,Rd,Sikkim,India,IN,5.0,43.2,155.3,211.4,407.8,75.4,2020-06-16,0,none,Synthetic negative example,No recorded landslide at this location on 2020-06-16
26.99195749,88.42280921,268.0,25.893203347040103,Rd29-1a,Rd,Sikkim,India,IN,5.0,30.1,48.7,153.7,193.9,63.5,2017-09-01,0,none,Synthetic negative example,No recorded landslide at this location on 2017-09-01
25.6633,94.4703,1447.0,8.21793936850887,Ao76-2/3c,Ao,Manipur,India,IN,5.0,0.8,6.0,18.8,37.6,4.7,2019-09-04,0,none,Synthetic negative example,No recorded landslide at this location on 2019-09-04
25.6633,94.4703,1447.0,8.21793936850887,Ao76-2/3c,Ao,Manipur,India,IN,5.0,6.3,29.7,63.5,173.70000000000002,22.3,2021-07-15,0,none,Synthetic negative example,No recorded landslide at this location on 2021-07-15
25.6633,94.4703,1447.0,8.21793936850887,Ao76-2/3c,Ao,Manipur,India,IN,5.0,13.5,31.0,164.0,255.3,60.8,2014-06-24,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-24
26.1963,91.8074,172.0,12.858314085836204,Ao79-a,Ao,Assam,India,IN,5.0,22.4,98.3,175.1,309.8,60.9,2015-08-22,0,none,Synthetic negative example,No recorded landslide at this location on 2015-08-22
26.1963,91.8074,172.0,12.858314085836204,Ao79-a,Ao,Assam,India,IN,5.0,2.7,29.5,43.9,137.1,26.6,2022-08-15,0,none,Synthetic negative example,No recorded landslide at this location on 2022-08-15
26.1963,91.8074,172.0,12.858314085836204,Ao79-a,Ao,Assam,India,IN,5.0,4.0,12.1,92.1,276.2,64.5,2010-06-15,0,none,Synthetic negative example,No recorded landslide at this location on 2010-06-15
26.1807,94.5497,1650.0,31.579415431363547,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,9.8,81.10000000000001,161.5,222.9,51.7,2011-07-17,0,none,Synthetic negative example,No recorded landslide at this location on 2011-07-17
26.1807,94.5497,1650.0,31.579415431363547,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,20.5,38.3,62.7,170.3,20.5,2017-09-11,0,none,Synthetic negative example,No recorded landslide at this location on 2017-09-11
26.1807,94.5497,1650.0,31.579415431363547,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,12.3,41.0,83.6,122.1,22.9,2022-06-03,0,none,Synthetic negative example,No recorded landslide at this location on 2022-06-03
25.5772,91.8666,1473.0,11.687392758994248,Ao74-2b,Ao,Meghalaya,India,IN,5.0,17.1,43.2,87.0,212.2,35.2,2021-06-12,0,none,Synthetic negative example,No recorded landslide at this location on 2021-06-12
25.5772,91.8666,1473.0,11.687392758994248,Ao74-2b,Ao,Meghalaya,India,IN,5.0,35.7,55.5,454.20000000000005,765.4,151.8,2014-06-27,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-27
25.5772,91.8666,1473.0,11.687392758994248,Ao74-2b,Ao,Meghalaya,India,IN,5.0,3.0,24.7,49.3,97.0,17.7,2019-08-15,0,none,Synthetic negative example,No recorded landslide at this location on 2019-08-15
27.3392,88.6188,1859.0,28.525829141462467,Bd32-2bc,Bd,Sikkim,India,IN,5.0,0.6,39.5,86.4,235.9,20.4,2010-09-23,0,none,Synthetic negative example,No recorded landslide at this location on 2010-09-23
27.3392,88.6188,1859.0,28.525829141462467,Bd32-2bc,Bd,Sikkim,India,IN,5.0,89.5,178.2,271.1,727.5,89.5,2020-07-20,0,none,Synthetic negative example,No recorded landslide at this location on 2020-07-20
27.3392,88.6188,1859.0,28.525829141462467,Bd32-2bc,Bd,Sikkim,India,IN,5.0,16.4,144.2,189.5,237.1,73.9,2013-06-01,0,none,Synthetic negative example,No recorded landslide at this location on 2013-06-01
25.6278,94.1051,1525.0,12.46880569721071,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,19.2,64.4,93.0,263.4,34.9,2019-08-09,0,none,Synthetic negative example,No recorded landslide at this location on 2019-08-09
25.6278,94.1051,1525.0,12.46880569721071,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,21.5,46.9,116.4,242.3,41.5,2018-06-11,0,none,Synthetic negative example,No recorded landslide at this location on 2018-06-11
25.6278,94.1051,1525.0,12.46880569721071,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,47.4,101.6,140.1,268.5,47.4,2018-07-23,0,none,Synthetic negative example,No recorded landslide at this location on 2018-07-23
24.9667,93.55,568.0,22.8550987968422,Bh16-2/3c,Bh,Manipur,India,IN,5.0,11.1,11.299999999999999,34.1,112.7,11.1,2018-08-20,0,none,Synthetic negative example,No recorded landslide at this location on 2018-08-20
24.9667,93.55,568.0,22.8550987968422,Bh16-2/3c,Bh,Manipur,India,IN,5.0,7.2,19.4,47.8,76.6,9.5,2014-08-07,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-07
24.9667,93.55,568.0,22.8550987968422,Bh16-2/3c,Bh,Manipur,India,IN,5.0,6.0,17.5,48.4,80.3,10.4,2013-09-14,0,none,Synthetic negative example,No recorded landslide at this location on 2013-09-14
27.7,92.8,2445.0,17.488372713621818,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,5.0,42.6,64.6,179.20000000000002,358.4,53.2,2012-08-07,0,none,Synthetic negative example,No recorded landslide at this location on 2012-08-07
27.7,92.8,2445.0,17.488372713621818,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,5.0,106.5,167.4,248.1,723.6,106.5,2012-07-04,0,none,Synthetic negative example,No recorded landslide at this location on 2012-07-04
27.7,92.8,2445.0,17.488372713621818,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,5.0,41.5,57.4,84.5,136.8,41.5,2013-08-27,0,none,Synthetic negative example,No recorded landslide at this location on 2013-08-27
24.6108,92.562,30.0,4.921340582296557,Ge53-3a,Ge,Assam,India,IN,5.0,27.6,132.9,162.1,355.4,74.0,2015-08-01,0,none,Synthetic negative example,No recorded landslide at this location on 2015-08-01
24.6108,92.562,30.0,4.921340582296557,Ge53-3a,Ge,Assam,India,IN,5.0,0.4,28.7,192.70000000000002,335.1,86.4,2017-06-06,0,none,Synthetic negative example,No recorded landslide at this location on 2017-06-06
24.6108,92.562,30.0,4.921340582296557,Ge53-3a,Ge,Assam,India,IN,5.0,2.6,9.9,38.6,199.0,11.0,2016-06-03,0,none,Synthetic negative example,No recorded landslide at this location on 2016-06-03
27.3341,88.6083,1449.0,24.49385858982577,Bd32-2bc,Bd,Sikkim,India,IN,5.0,3.6,19.2,204.4,304.7,172.6,2023-08-19,0,none,Synthetic negative example,No recorded landslide at this location on 2023-08-19
27.3341,88.6083,1449.0,24.49385858982577,Bd32-2bc,Bd,Sikkim,India,IN,5.0,65.3,172.0,315.59999999999997,356.7,65.3,2012-09-16,0,none,Synthetic negative example,No recorded landslide at this location on 2012-09-16
27.3341,88.6083,1449.0,24.49385858982577,Bd32-2bc,Bd,Sikkim,India,IN,5.0,10.5,48.0,90.7,229.2,29.4,2015-06-20,0,none,Synthetic negative example,No recorded landslide at this location on 2015-06-20
25.203,90.5573,139.0,16.68948805959749,Nd2-2b,Nd,Meghalaya,India,IN,5.0,4.8,79.2,120.0,263.2,38.7,2023-08-14,0,none,Synthetic negative example,No recorded landslide at this location on 2023-08-14
25.203,90.5573,139.0,16.68948805959749,Nd2-2b,Nd,Meghalaya,India,IN,5.0,2.1,5.0,29.7,77.2,11.6,2022-08-26,0,none,Synthetic negative example,No recorded landslide at this location on 2022-08-26
25.203,90.5573,139.0,16.68948805959749,Nd2-2b,Nd,Meghalaya,India,IN,5.0,12.3,46.8,101.2,248.3,25.7,2012-06-11,0,none,Synthetic negative example,No recorded landslide at this location on 2012-06-11
25.1775,93.0123,652.0,15.42307118570718,Ao76-2/3c,Ao,Assam,India,IN,5.0,3.5,12.1,44.6,102.7,23.8,2015-09-23,0,none,Synthetic negative example,No recorded landslide at this location on 2015-09-23
25.1775,93.0123,652.0,15.42307118570718,Ao76-2/3c,Ao,Assam,India,IN,5.0,1.4,23.400000000000002,93.0,218.20000000000002,34.7,2015-07-01,0,none,Synthetic negative example,No recorded landslide at this location on 2015-07-01
25.1775,93.0123,652.0,15.42307118570718,Ao76-2/3c,Ao,Assam,India,IN,5.0,1.9,9.2,11.9,70.2,4.4,2020-09-10,0,none,Synthetic negative example,No recorded landslide at this location on 2020-09-10
23.7327,92.7463,839.0,23.47891185858705,Bd61-2c,Bd,Mizoram,India,IN,5.0,3.9,28.0,50.7,68.9,12.1,2020-08-07,0,none,Synthetic negative example,No recorded landslide at this location on 2020-08-07
23.7327,92.7463,839.0,23.47891185858705,Bd61-2c,Bd,Mizoram,India,IN,5.0,4.3,48.7,76.6,126.8,29.5,2011-08-04,0,none,Synthetic negative example,No recorded landslide at this location on 2011-08-04
23.7327,92.7463,839.0,23.47891185858705,Bd61-2c,Bd,Mizoram,India,IN,5.0,10.6,21.8,35.3,107.5,10.6,2010-08-25,0,none,Synthetic negative example,No recorded landslide at this location on 2010-08-25
25.3056,93.1265,309.0,17.86684892489941,Ao76-2/3c,Ao,Assam,India,IN,5.0,9.2,23.099999999999998,41.199999999999996,54.099999999999994,12.2,2020-09-25,0,none,Synthetic negative example,No recorded landslide at this location on 2020-09-25
25.3056,93.1265,309.0,17.86684892489941,Ao76-2/3c,Ao,Assam,India,IN,5.0,14.9,28.200000000000003,75.1,172.6,29.7,2013-07-06,0,none,Synthetic negative example,No recorded landslide at this location on 2013-07-06
25.3056,93.1265,309.0,17.86684892489941,Ao76-2/3c,Ao,Assam,India,IN,5.0,1.5,5.800000000000001,37.9,91.7,14.3,2012-09-21,0,none,Synthetic negative example,No recorded landslide at this location on 2012-09-21
26.0319,94.5466,1554.0,40.77036050242681,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,17.9,76.6,220.60000000000002,303.7,46.7,2014-06-23,0,none,Synthetic negative example,No recorded landslide at this location on 2014-06-23
26.0319,94.5466,1554.0,40.77036050242681,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,0.1,8.0,39.0,135.1,9.9,2013-08-19,0,none,Synthetic negative example,No recorded landslide at this location on 2013-08-19
26.0319,94.5466,1554.0,40.77036050242681,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,3.8,10.2,71.7,231.20000000000002,24.0,2021-06-25,0,none,Synthetic negative example,No recorded landslide at this location on 2021-06-25
26.1226,91.7162,72.0,15.288279133132818,Nd2-2b,Nd,Assam,India,IN,5.0,17.0,55.7,165.9,205.6,74.2,2010-06-22,0,none,Synthetic negative example,No recorded landslide at this location on 2010-06-22
26.1226,91.7162,72.0,15.288279133132818,Nd2-2b,Nd,Assam,India,IN,5.0,24.0,114.9,142.9,180.1,74.2,2010-06-20,0,none,Synthetic negative example,No recorded landslide at this location on 2010-06-20
26.1226,91.7162,72.0,15.288279133132818,Nd2-2b,Nd,Assam,India,IN,5.0,11.8,24.400000000000002,97.8,149.0,34.6,2023-09-26,0,none,Synthetic negative example,No recorded landslide at this location on 2023-09-26
26.1985,91.7998,82.0,10.286118871948458,Ao79-a,Ao,Assam,India,IN,5.0,14.0,74.5,110.1,179.3,30.7,2015-08-09,0,none,Synthetic negative example,No recorded landslide at this location on 2015-08-09
26.1985,91.7998,82.0,10.286118871948458,Ao79-a,Ao,Assam,India,IN,5.0,3.0,18.0,138.5,354.5,35.3,2015-09-07,0,none,Synthetic negative example,No recorded landslide at this location on 2015-09-07
26.1985,91.7998,82.0,10.286118871948458,Ao79-a,Ao,Assam,India,IN,5.0,8.6,45.1,64.7,129.5,28.0,2022-06-09,0,none,Synthetic negative example,No recorded landslide at this location on 2022-06-09
27.1249,93.7706,157.0,30.203926293037487,Be82-a,Be,Arunachal Pradesh,India,IN,5.0,12.0,33.199999999999996,50.9,89.0,16.4,2014-09-09,0,none,Synthetic negative example,No recorded landslide at this location on 2014-09-09
27.1249,93.7706,157.0,30.203926293037487,Be82-a,Be,Arunachal Pradesh,India,IN,5.0,23.2,244.9,379.9,463.6,141.4,2014-08-16,0,none,Synthetic negative example,No recorded landslide at this location on 2014-08-16
27.1249,93.7706,157.0,30.203926293037487,Be82-a,Be,Arunachal Pradesh,India,IN,5.0,1.0,14.100000000000001,43.7,85.4,16.8,2015-07-12,0,none,Synthetic negative example,No recorded landslide at this location on 2015-07-12
25.4196,94.1054,1400.0,22.47272827882763,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,19.1,23.3,40.0,79.6,19.1,2023-08-25,0,none,Synthetic negative example,No recorded landslide at this location on 2023-08-25
25.4196,94.1054,1400.0,22.47272827882763,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,3.3,9.1,47.8,115.9,16.8,2019-08-12,0,none,Synthetic negative example,No recorded landslide at this location on 2019-08-12
25.4196,94.1054,1400.0,22.47272827882763,Ao76-2/3c,Ao,Nagaland,India,IN,5.0,2.0,14.5,60.1,98.4,27.3,2023-08-10,0,none,Synthetic negative example,No recorded landslide at this location on 2023-08-10
25.583,91.893,1445.0,7.211180224347258,Ao74-2b,Ao,Meghalaya,India,IN,5.0,2.6,8.7,18.5,109.2,6.0,2023-08-25,0,none,Synthetic negative example,No recorded landslide at this location on 2023-08-25
25.583,91.893,1445.0,7.211180224347258,Ao74-2b,Ao,Meghalaya,India,IN,5.0,1.5,6.1,14.1,66.9,3.3,2021-06-27,0,none,Synthetic negative example,No recorded landslide at this location on 2021-06-27
25.583,91.893,1445.0,7.211180224347258,Ao74-2b,Ao,Meghalaya,India,IN,5.0,6.1,12.799999999999999,34.1,115.0,9.8,2022-08-05,0,none,Synthetic negative example,No recorded landslide at this location on 2022-08-05
27.5799,91.8569,2757.0,26.387393427090977,Ao80-2bc,Ao,Arunachal Pradesh,India,IN,5.0,6.4,20.400000000000002,49.5,135.7,12.6,2021-06-19,0,none,Synthetic negative example,No recorded landslide at this location on 2021-06-19
