event_date,event_title,event_description,landslide_trigger,country_name,country_code,admin_division_name,longitude,latitude,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_14d,max_rainfall_7d,elevation_m,slope_deg,location_accuracy_km,FAOSOIL,DOMSOI,landslide_occurred
2013-07-17 00:00:00,"National Highway 2 Near Meriema Village, 10 Km Away From Kohima",Fresh mudslides were reported in some parts of Nagaland affecting the vehicular movements in Nagaland and Manipur. The mudslides had buried some portions of highways 2 and 29 on Tuesday. An 80 metre long breach at NH 2 near Kohima has disrupted all vehicular movements cutting off Manipur. Officials said that most of the debris were cleared by Wednesday night and vehicular movement restored. There will be free flow of traffic unless there is fresh rain.,rain,India,IN,Nagaland,94.0885,25.7131,3.66,25.34,116.75,188.57,51.78,1413.0,25.132660081730556,50.0,Ao76-2/3c,Ao,1
2012-06-25 00:00:00,"Khonsa, Arunachal Pradesh","Road communication between Khonsa, the district headquarters, and Lazu, an administrative post situated on the Myanmar border, about 40km from Khonsa, has remained cut off for the past three days following massive landslides triggered by rain at Pongkong village along the Khonsa-Lazu road.",downpour,India,IN,Arunachal Pradesh,95.4993,26.9986,36.02,76.5,135.79,244.84,36.02,641.0,31.568430941138818,50.0,Ao76-2/3c,Ao,1
2019-07-25 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-07-25,none,India,IN,Tripura,91.7599,23.8986,7.4,12.4,39.2,105.3,15.9,188.0,9.238837475306015,5.0,Bd61-2c,Bd,0
2015-08-01 00:00:00,Imphal-Ukhrul road,,continuous_rain,India,IN,Manipur,94.2156,24.954,4.9,104.34,121.77,213.52,79.86,926.0,20.94185253514824,50.0,Ao76-2/3c,Ao,1
2020-08-25 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-08-25,none,India,IN,Assam,91.8717,26.1062,2.4,12.299999999999999,53.9,144.2,26.6,246.0,6.166308477023598,5.0,Nd2-2b,Nd,0
2020-06-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-06-20,none,India,IN,Nagaland,94.6219,25.72,2.7,9.8,35.9,68.60000000000001,8.8,1708.0,46.91495762766459,10.0,Ao76-2/3c,Ao,0
2014-08-28 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-08-28,none,India,IN,Assam,91.6739,26.1868,7.7,38.2,87.5,194.8,19.7,49.0,2.9622641720368694,1.0,Ao79-a,Ao,0
2018-09-19 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-09-19,none,India,IN,Manipur,94.48265093,25.31006064,1.3,4.2,21.7,44.1,7.3,1528.0,30.18256697884878,25.0,Bh16-2/3c,Bh,0
2014-08-15 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-08-15,none,India,IN,Nagaland,94.1136,25.6237,30.4,61.8,83.7,201.7,30.4,1604.0,33.42494578296137,5.0,Ao76-2/3c,Ao,0
2010-04-21 00:00:00,Arunachal Pradesh ,"As per PTI report at least 12 people have died in Arunachal Pradesh due to landslides triggered by heavy rains on 21st April 2010. Landslides have cut off road links at Lohit, Upper Siang, Dibang Valley, Anjan and East Kameng districts.",downpour,India,IN,Arunachal Pradesh,96.1779,27.8965,46.75,98.64,118.19,206.16,46.75,207.0,9.350473782917254,,Af48-2ab,Af,1
2013-09-15 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-09-15,none,India,IN,Manipur,93.5291,24.7016,20.5,34.4,73.6,136.5,20.5,657.0,12.984858642158148,5.0,Bh16-2/3c,Bh,0
2017-07-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-07-24,none,India,IN,Manipur,94.3591,25.1122,18.7,29.5,90.3,191.1,33.7,1848.0,17.243893132265686,10.0,Bh16-2/3c,Bh,0
2019-07-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-07-09,none,India,IN,Mizoram,92.7141905,23.74182634,26.4,74.8,111.7,131.8,26.4,930.0,14.76547201733368,1.0,Bd61-2c,Bd,0
2010-06-17 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-06-17,none,India,IN,Assam,92.3567,25.0951,17.0,64.8,169.8,589.5,46.3,233.0,23.072954772058488,50.0,Ge53-3a,Ge,0
2010-08-19 00:00:00,"2 km from Khongsang village(?), road between Tamenglong and Imphal or Nungba, Manipur","Imphal, August 20 2010:   At the same time, another landslide had occurred yesterday near Kisima between Mao Gate and Kohima which virtually cut off the Nagaland capital from the rest of the country.  Meanwhile, our Tamenglong correspondent, Daniel Kamei reported that following heavy rains during the past week, a massive mud slide has occurred at Khongsang village which completely cut off the road between Tamenglong and Imphal.  The mudslide occurred 2 km from Khongsang.  Many vehicles bound for Imphal or Nungba have returned to Tamenglong. Uncertain date: 13 - 19th.",downpour,India,IN,Manipur,93.4957,24.8961,8.39,19.28,50.65,56.92,10.75,1056.0,39.91619716692816,5.0,Bh16-2/3c,Bh,1
2014-08-22 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-08-22,none,India,IN,Meghalaya,90.2023,25.5145,14.1,38.3,90.2,243.0,18.6,313.0,11.56504348955916,1.0,Nd2-2b,Nd,0
2017-08-22 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-08-22,none,India,IN,Assam,92.7239,24.5202,18.2,52.099999999999994,105.6,195.8,24.6,40.0,0.0,1.0,Gd25-2a,Gd,0
2023-06-14 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-06-14,none,India,IN,Assam,93.028,25.1553,9.2,10.5,101.8,111.1,42.8,573.0,23.25770246880801,25.0,Ao76-2/3c,Ao,0
2019-06-27 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-06-27,none,India,IN,Nagaland,94.1057,25.6263,4.4,9.6,79.60000000000001,295.4,29.1,1511.0,16.03432433908622,5.0,Ao76-2/3c,Ao,0
2013-06-06 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-06-06,none,India,IN,Nagaland,94.1057,25.6263,28.0,67.9,84.4,191.0,28.0,1511.0,16.03432433908622,5.0,Ao76-2/3c,Ao,0
2013-08-16 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-08-16,none,India,IN,Meghalaya,92.2121,25.463,16.1,31.400000000000002,68.2,172.1,16.1,1379.0,2.1170938186387036,5.0,Ao74-2b,Ao,0
2013-06-18 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-06-18,none,India,IN,Assam,91.72137514,26.49349035,5.6,19.1,25.1,96.3,12.8,60.0,1.388921568190823,10.0,Ao79-a,Ao,0
2015-08-01 00:00:00,Senam,"At Senam and Tengnoupal, Some people of the two villages vacated their respective houses and shifted their belongings to a safer place as crack has been developed due to landslide in the village.",continuous_rain,India,IN,Manipur,94.0984,24.416,3.7,100.7,118.29,201.72,76.06,1368.0,20.935033326099376,5.0,Bh16-2/3c,Bh,1
2012-09-28 00:00:00,Synthetic negative example,No recorded landslide at this location on 2012-09-28,none,India,IN,Arunachal Pradesh,94.25,27.8776,7.0,11.0,151.1,413.3,59.8,945.0,42.26732210621416,50.0,Ao80-2bc,Ao,0
2013-08-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-08-09,none,India,IN,Tripura,91.7174,23.0137,0.5,5.3,25.6,147.8,9.9,28.0,4.124319018386397,5.0,Af46-1/2a,Af,0
2010-07-21 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-07-21,none,India,IN,Nagaland,94.1076,25.682,11.5,71.9,119.4,242.4,42.3,1439.0,4.9508487656938565,1.0,Ao76-2/3c,Ao,0
2021-09-25 00:00:00,Synthetic negative example,No recorded landslide at this location on 2021-09-25,none,India,IN,Manipur,93.8443,24.9356,2.1,4.1,18.5,48.199999999999996,6.3,849.0,0.926369172997235,25.0,Ao76-2/3c,Ao,0
2013-07-03 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-07-03,none,India,IN,Nagaland,94.1162,25.4379,15.3,61.6,148.8,280.4,38.4,1497.0,16.038678192026104,50.0,Ao76-2/3c,Ao,0
2015-09-07 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-09-07,none,India,IN,Manipur,93.5935,24.8286,4.3,11.2,139.1,211.7,58.1,729.0,37.974740545343984,50.0,Bh16-2/3c,Bh,0
2023-07-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-07-09,none,India,IN,Assam,93.4946,24.9926,4.5,28.200000000000003,119.2,219.2,43.7,1137.0,4.479758474096997,25.0,Bh16-2/3c,Bh,0
2015-09-05 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-09-05,none,India,IN,Meghalaya,91.2,25.8833,15.2,157.6,350.3,512.3000000000001,84.2,252.0,26.701404884610746,50.0,Nd2-2b,Nd,0
2011-06-11 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-06-11,none,India,IN,Assam,91.8,26.1833,9.2,13.899999999999999,39.5,255.0,9.8,66.0,4.154096764309844,10.0,Af48-2ab,Af,0
2016-07-14 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-07-14,none,India,IN,Arunachal Pradesh,93.871,27.6438,44.2,120.2,189.6,359.2,44.2,1708.0,22.834392972989953,10.0,Ao80-2bc,Ao,0
2013-06-07 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-06-07,none,India,IN,Nagaland,94.6279,25.9466,15.3,24.4,30.8,56.2,15.3,1387.0,24.372477818489617,25.0,Ao76-2/3c,Ao,0
2011-07-14 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-07-14,none,India,IN,Nagaland,94.1211,25.5718,20.1,54.0,73.5,154.70000000000002,20.1,1623.0,11.162178370173905,10.0,Ao76-2/3c,Ao,0
2013-10-13 19:30:00,"Tusom, Manipur",Heavy rains have been lashing Tusom village of Ukhrul in Manipur for the past three days which resulted in a massive landslide here. Ukhrul district of Manipur lies close to the Indo-Myanmar border. Villagers immediately evacuated the area fearing volcanic eruptions after the massive landslide here. The mudslide was followed by eruption of black soil from a village hill by which the road linked between the districts headquarter and Tusom have been badly affected. Though this disaster took place on October 13 but it took several days for the villagers to inform the officials. A media team took two days to reach the spot due to disturbed connectivity between local areas. Some local media even wrongly reported the mudslide as volcanic eruptions.,downpour,India,IN,Manipur,94.6024,25.426,0.02,0.04,17.24,60.56,9.39,1332.0,11.959364186636996,5.0,Bh16-2/3c,Bh,1
2020-08-06 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-08-06,none,India,IN,Sikkim,88.6115,27.1954,30.2,47.1,126.1,288.1,59.8,471.0,7.161187087203872,5.0,Bd32-2bc,Bd,0
2014-07-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-07-20,none,India,IN,Arunachal Pradesh,93.7145,27.125,2.0,33.1,98.1,159.6,33.0,128.0,5.56896198426521,5.0,Be82-a,Be,0
2010-06-07 00:00:00,Synthetic negative example,No recorded landslide at this location on 2010-06-07,none,India,IN,Meghalaya,90.232,25.5212,4.5,78.0,262.8,397.0,78.3,580.0,20.309247989722795,10.0,Nd2-2b,Nd,0
2018-08-23 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-08-23,none,India,IN,Manipur,93.487,24.9037,41.5,65.8,81.3,143.7,41.5,1248.0,32.47374462015055,25.0,Bh16-2/3c,Bh,0
2015-02-14 00:00:00,Kailashpur hill,"Three labourers - Ayub Ali, Majid Ali and Moinul Ali - came under the debris triggered by the landslip while constructing the boundary wall of the house of Girindra Chandra Das at noon. Das's neighbours immediately swung into action and rescued the three from under the debris and rushed them to Gauhati Medical College and Hospital. Majid succumbed to his injuries in hospital.",mining,India,IN,Assam,91.6469,26.1468,0.26,0.26,0.26,0.26,0.26,57.0,8.894608374531636,5.0,Ao79-a,Ao,1
2017-09-12 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-09-12,none,India,IN,Assam,92.4584,25.0318,15.2,95.4,210.1,536.3,67.4,82.0,17.3079457888422,5.0,Ge53-3a,Ge,0
2017-07-18 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-07-18,none,India,IN,Manipur,94.3619,25.0985,1.6,3.5,75.3,283.5,27.2,1892.0,10.523133627119554,5.0,Bh16-2/3c,Bh,0
2016-06-17 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-06-17,none,India,IN,Arunachal Pradesh,93.3497,27.8997,35.1,78.7,120.9,251.7,35.1,867.0,6.540767028653907,1.0,Ao80-2bc,Ao,0
2016-07-23 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-07-23,none,India,IN,Nagaland,94.1076,25.682,5.1,21.7,35.5,158.4,8.9,1439.0,4.9508487656938565,1.0,Ao76-2/3c,Ao,0
2023-09-23 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-09-23,none,India,IN,Nagaland,94.8158,26.1984,4.3,22.4,39.6,80.7,15.3,1884.0,32.421818019787125,1.0,Ao76-2/3c,Ao,0
2012-06-13 00:00:00,Synthetic negative example,No recorded landslide at this location on 2012-06-13,none,India,IN,Sikkim,88.3664,27.1695,18.5,85.30000000000001,212.4,358.5,45.2,1583.0,23.603277744846192,5.0,Rd29-1a,Rd,0
2011-07-16 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-07-16,none,India,IN,Manipur,93.8275,24.9336,9.4,28.700000000000003,37.800000000000004,57.300000000000004,11.8,1027.0,16.02045964527659,25.0,Ao76-2/3c,Ao,0
2022-07-09 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-07-09,none,India,IN,Assam,92.9914,25.5242,4.3,12.9,27.7,70.7,6.4,156.0,16.865567463034814,50.0,Ao76-2/3c,Ao,0
2019-08-11 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-08-11,none,India,IN,Nagaland,94.7861,25.8877,0.0,10.8,71.4,204.0,56.6,1166.0,7.440685346262844,5.0,Ao76-2/3c,Ao,0
2022-08-10 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-08-10,none,India,IN,Manipur,94.0691,24.2451,2.7,26.0,67.0,107.3,18.2,1281.0,25.95439328643043,25.0,Bh16-2/3c,Bh,0
2016-09-17 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-09-17,none,India,IN,Meghalaya,90.5549,25.2193,9.9,40.4,130.8,168.2,69.5,271.0,4.622196164454146,10.0,Nd2-2b,Nd,0
2012-06-13 00:00:00,"NH44, Malidhor area,  Baleswar","Road communication between Guwahati and Silchar has been disrupted following landslides due to heavy rainfall at five places, official sources said here on Wednesday.  Landslides occurred at five places between Malidhor and Kuliang area at Baleswar near Meghalaya on NH 44 since last evening due to which vehicles, including night buses, were stranded.",downpour,India,IN,Assam,92.3567,25.0951,38.73,97.96,142.77,342.0,41.42,233.0,23.072954772058488,50.0,Ge53-3a,Ge,1
2016-09-27 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-09-27,none,India,IN,Assam,92.8551,25.0888,5.3,20.1,49.2,131.7,13.7,260.0,26.254074995372054,10.0,Ao76-2/3c,Ao,0
2019-09-14 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-09-14,none,India,IN,Nagaland,94.1095,25.6703,16.1,108.30000000000001,252.70000000000002,351.2,61.2,1445.0,21.554870104453816,25.0,Ao76-2/3c,Ao,0
2013-08-15 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-08-15,none,India,IN,Nagaland,94.1066,25.67,22.7,55.8,111.6,222.3,25.9,1442.0,18.41213576563324,25.0,Ao76-2/3c,Ao,0
2015-06-02 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-06-02,none,India,IN,Nagaland,95.0281,26.7225,5.1,57.099999999999994,83.8,125.39999999999999,46.3,699.0,8.28618530638979,5.0,Ao76-2/3c,Ao,0
2016-07-15 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-07-15,none,India,IN,Arunachal Pradesh,95.4993,26.9986,89.3,100.8,165.1,286.0,89.3,641.0,31.568430941138818,50.0,Ao76-2/3c,Ao,0
2020-09-10 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-09-10,none,India,IN,Assam,93.0123,25.1775,1.9,9.2,11.9,70.2,4.4,652.0,15.42307118570718,5.0,Ao76-2/3c,Ao,0
2017-06-03 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-06-03,none,India,IN,Nagaland,94.1072,25.6623,7.8,103.3,198.0,290.3,75.0,1382.0,9.350342558119696,1.0,Ao76-2/3c,Ao,0
2015-07-22 00:00:00,22 kms to 30 kms between Sangkungmai and Willong,"Torrential rain in the last many days has created havoc in many places of Senapati district. According to sources, vehicular and human movements have been completely halted. Removal of trees and loose soil are expected to take many weeks before normal movement along the road can begin. Sources specified of major landslides in different locations including 15 kms from Maram, 22 kms to 30 kms between Sangkhumai and Willong, Willong-Yangkhullen stretch and Yangkhullen-Tamphung road till Nagaland border.",continuous_rain,India,IN,Manipur,93.9827,25.4538,10.3,41.39,117.9,163.55,33.49,1778.0,24.17357170238777,5.0,Bh16-2/3c,Bh,1
2015-07-31 09:00:00,Phungyar road,Massive landslide along the Phungyar road under Ukhrul District cut off Phungya Sub-Division from the rest the state on Friday.,continuous_rain,India,IN,Manipur,94.3551,24.819,79.86,103.04,118.66,224.46,79.86,1597.0,26.68126632136219,10.0,Bh16-2/3c,Bh,1
2010-10-09 00:00:00,"road between Haflong and Lanka, Assam","Road communication, too, has been disrupted in the district with the road connecting Haflong and Lanka severely damaged, sources said.",downpour,India,IN,Assam,92.9914,25.5242,26.53,110.95,121.17,143.76,58.94,156.0,16.865567463034814,50.0,Ao76-2/3c,Ao,1
2023-08-10 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-08-10,none,India,IN,Nagaland,94.5234,25.8376,9.9,49.800000000000004,177.8,283.2,66.4,797.0,2.767591398229724,,Ao76-2/3c,Ao,0
2013-08-03 00:00:00,Synthetic negative example,No recorded landslide at this location on 2013-08-03,none,India,IN,Nagaland,93.9136,25.7428,7.2,32.8,111.7,300.8,31.6,463.0,20.935780187981493,50.0,Ao76-2/3c,Ao,0
2008-10-29 00:00:00,North Lakhimpur ,"flooding and landslides, Floods and landslides caused by heavy rains over the last three days have killed at least seven people and displaced thousands more in the northeastern states of India",downpour,India,IN,Assam,94.1167,27.2333,0.0,19.84,31.21,31.26,17.71,87.0,2.2793545475188526,50.0,Be82-a,Be,1
2017-08-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2017-08-04,none,India,IN,Mizoram,92.8112,23.4495,15.9,23.8,75.3,270.2,15.9,869.0,31.16083503860741,25.0,Bh16-2/3c,Bh,0
2023-06-15 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-06-15,none,India,IN,Nagaland,94.5247,26.3185,6.7,25.6,137.9,181.3,46.2,1163.0,1.387753790258008,1.0,Ao76-2/3c,Ao,0
2019-06-14 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-06-14,none,India,IN,Nagaland,94.8133,26.2363,22.4,34.6,125.0,228.29999999999998,29.7,1559.0,14.352001947229548,5.0,Ao76-2/3c,Ao,0
2011-08-26 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-08-26,none,India,IN,Sikkim,88.3652,27.167,9.3,93.6,226.3,733.5,60.6,1483.0,23.74809153558515,10.0,Rd29-1a,Rd,0
2018-09-21 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-09-21,none,India,IN,Arunachal Pradesh,93.0515,27.8837,7.5,16.4,32.4,585.1,8.4,1585.0,44.95634585071402,10.0,Ao80-2bc,Ao,0
2016-07-10 00:00:00,"National Highway 2, near Kohima, Nagaland, India","Manipur's road-link with the rest of the country was severely disrupted on Sunday as a landslide blocked National Highway 2 near the Nagaland capital Kohima. ""All available personnel and machinery are being used to remove the debris from the road,"" an official told IANS over phone from Kohima. NH 2 and NH 37 are the two main road links between the state and the rest of the country. However, it is feared that there may be fresh landlsides as heavy downpour continued to lash most of the northeastern states.",downpour,India,IN,Nagaland,94.1318,25.7902,14.38,23.03,75.37,154.56,17.18,1283.0,12.456195843516292,25.0,Ao76-2/3c,Ao,1
2012-09-16 00:00:00,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk","Landslides caused by heavy rainfall has blocked several roads in the South district of Sikkim, official sources said today. The road from Namchi to Phongla, Namchi to Melli and Namchi to Sumbuk were blocked due to landslides, as were the roads from Phongla to Bermiok and Phongla to Mamring.he road from Melli to Phongla and Melli to Sadam is also blocked while last night's downpour also affected road connectivity from Yangang to Ravangla, Yangang to Singtam and Yangang to Lingmoo.",downpour,India,IN,Sikkim,88.3651,27.1675,36.17,98.58,150.96,170.03,43.3,1509.0,20.42254604983192,5.0,Rd29-1a,Rd,1
2016-07-10 00:00:00,Synthetic negative example,No recorded landslide at this location on 2016-07-10,none,India,IN,Assam,91.6469,26.1468,25.9,77.5,151.1,361.9,41.1,57.0,8.894608374531636,5.0,Ao79-a,Ao,0
2018-08-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-08-24,none,India,IN,Assam,91.8,26.1833,31.6,74.5,110.3,216.8,31.6,66.0,4.154096764309844,10.0,Af48-2ab,Af,0
2011-08-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-08-04,none,India,IN,Arunachal Pradesh,96.1779,27.8965,25.8,35.7,39.2,103.3,25.8,207.0,9.350473782917254,,Af48-2ab,Af,0
2011-09-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2011-09-24,none,India,IN,Mizoram,93.125,24.3069,2.7,35.7,94.4,157.9,23.3,750.0,29.11681749159973,5.0,Bh16-2/3c,Bh,0
2014-07-08 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-07-08,none,India,IN,Assam,91.3681,25.9611,7.8,9.1,369.1,520.7,143.9,181.0,5.635158792453883,50.0,Ao77-2a,Ao,0
2018-09-11 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-09-11,none,India,IN,Manipur,94.48214677,25.3098633,1.4,11.2,20.9,133.5,6.0,1552.0,29.263043895532036,25.0,Bh16-2/3c,Bh,0
2021-09-11 00:00:00,Synthetic negative example,No recorded landslide at this location on 2021-09-11,none,India,IN,Sikkim,88.3651,27.1675,6.4,48.6,171.3,400.7,53.5,1509.0,20.42254604983192,5.0,Rd29-1a,Rd,0
2023-09-17 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-09-17,none,India,IN,Mizoram,92.7878,23.3572,9.6,15.7,97.6,156.9,24.1,1370.0,9.18427544441587,5.0,Bd61-2c,Bd,0
2015-06-28 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-06-28,none,India,IN,Assam,91.7665,26.1978,24.9,26.4,94.5,234.1,39.4,90.0,18.979049044864023,,Ao79-a,Ao,0
2011-07-25 00:00:00,Manipur,"Manipur road links restored Sobhapati Samom  IMPHAL, July 29 – Road links to Manipur, which remained cut off from the rest of the country since the last three days following heavy landslides on the National Highways, has been re-opened on Thursday.  However, repairs of the road at the landslide prone Maram bazaar stretch of Imphal-Dimapur sector of the National Highway 2 (formerly known as NH 39) in Senapati district would take some time.  With the opening of the State’s life line, the 300 stranded goods laden trucks have resumed their journey for their destinations in the afternoon today.  But the more than 4,000 residents of Maram bazaar, a small hill town located on the highway are facing scarcity of potable water after the landslide buried the water supply pipelines.  “We have been buying water at the rate of Rs 20 per 40 litre tin since the last three weeks”, Kunjeshwori, a fish vendor at Maram Bazar said.  Economic blockade: An economic blockade on the two national highways – NH",downpour,India,IN,Manipur,93.9157,24.6869,2.86,6.69,86.47,208.01,35.46,777.0,0.0,50.0,Gh12-2a,Gh,1
2010-10-09 00:00:00,"between Mahur and Maigrandisa(?) or Lumding, Assam","Meanwhile, rail communication has been disrupted with landslides affecting railway tracks at 28 places between Mahur and Maigrandisa in the Lumding-Silchar section with 40metres of track completely washed away.  NF railways have suspended rail services in the section till the tracks can be repaired and restored.",downpour,India,IN,Assam,93.1477,25.4749,26.53,110.95,121.17,143.76,58.94,147.0,3.5885571438036794,50.0,Ao76-2/3c,Ao,1
2015-06-24 00:00:00,Synthetic negative example,No recorded landslide at this location on 2015-06-24,none,India,IN,Manipur,94.48214677,25.3098633,60.4,113.3,135.0,201.6,60.4,1552.0,29.263043895532036,25.0,Bh16-2/3c,Bh,0
2019-06-27 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-06-27,none,India,IN,Assam,94.0,27.163,28.7,54.4,92.8,223.1,28.7,93.0,2.0816688582685057,50.0,Be82-a,Be,0
2020-07-22 00:00:00,Synthetic negative example,No recorded landslide at this location on 2020-07-22,none,India,IN,Meghalaya,92.3636,25.0728,23.1,138.0,195.5,398.4,68.5,130.0,10.024134913751013,5.0,Ge53-3a,Ge,0
2022-08-06 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-08-06,none,India,IN,Manipur,94.3551,24.819,29.2,35.4,96.2,152.3,29.2,1597.0,26.68126632136219,10.0,Bh16-2/3c,Bh,0
2007-10-21 00:00:00,National Highway 53 at Nungba in Tamenglong district of Manipur,blocked road,rain,India,IN,Assam,93.4333,24.75,2.38,19.51,65.78,114.17,21.54,467.0,22.45952250962254,25.0,Bh16-2/3c,Bh,1
2016-06-12 00:00:00,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India","Location estimated. Due to incessant rain for the last two days multiple landslide and mudslides near Telangsao Hydro project has once again caused blockage to vehicular movement from Mon to Tobu area. According to sources, Hongpi, DPRO Mon, two culverts have been completely washed away by the landslide while multiple mudslides occurred along the roads. He also informed that since the occurance of landslide, the BRO have been engaged to clear the road blockage.  It may be mentioned that there was a major mudslide in this particular area in the month of April. The situation is likely to deteriorate if it continues to rain in the days to come. This particular route is the life line of the Tobu subdivision of Mon district.",continuous_rain,India,IN,Nagaland,94.2442,26.1677,10.04,18.74,64.65,85.73,12.4,774.0,12.19922578147437,100.0,Ao76-2/3c,Ao,1
2011-08-18 00:00:00, Botsa  and Chiechama,affected area is the NH-61 between Botsa and Chiechama (34 Kms from Kohima) where a stretch of 500 feet has been affected by landslides.,monsoon,India,IN,Nagaland,94.13,25.83,4.67,37.16,91.83,180.17,24.98,1014.0,8.821089630664796,,Ao76-2/3c,Ao,1
2022-07-04 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-07-04,none,India,IN,Mizoram,92.7187,23.7348,7.1,24.5,60.9,88.3,19.3,1038.0,18.14421799352956,5.0,Bd61-2c,Bd,0
2015-07-25 09:00:00,"Dispur : According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. Thi*","According to report, a huge hillock slipped into the house after heavy rain where Dinesh Bodo along with his wife and daughter lived in. This incident occurred at Tamulkuchi village of Jorabat.  Bodo’s wife Bharati Bodo and his daughter were died and other more houses got damaged",continuous_rain,India,IN,Assam,91.8717,26.1062,11.76,44.78,112.45,200.86,31.29,246.0,6.166308477023598,5.0,Nd2-2b,Nd,1
2018-06-20 00:00:00,Synthetic negative example,No recorded landslide at this location on 2018-06-20,none,India,IN,Nagaland,94.7844,25.8702,0.9,2.9,24.200000000000003,270.1,10.8,1140.0,7.675353195263384,1.0,Ao76-2/3c,Ao,0
2022-07-27 00:00:00,Synthetic negative example,No recorded landslide at this location on 2022-07-27,none,India,IN,Nagaland,94.11603493,25.61560252,23.6,88.5,136.5,169.9,38.8,1610.0,29.53602090910925,5.0,Ao76-2/3c,Ao,0
2019-09-16 00:00:00,Synthetic negative example,No recorded landslide at this location on 2019-09-16,none,India,IN,Assam,91.25,26.3333,10.7,19.5,94.0,226.1,29.5,41.0,1.3878521111919373,50.0,Ao79-a,Ao,0
2014-07-10 00:00:00,Synthetic negative example,No recorded landslide at this location on 2014-07-10,none,India,IN,Manipur,94.0926,25.3908,8.3,11.8,53.5,142.70000000000002,20.8,1307.0,14.54418447986959,10.0,Ao76-2/3c,Ao,0
2023-09-23 00:00:00,Synthetic negative example,No recorded landslide at this location on 2023-09-23,none,India,IN,Arunachal Pradesh,92.2833,27.44,54.5,167.5,217.4,355.7,59.8,2613.0,1.0437789193849585,50.0,Ao80-2bc,Ao,0
